ChEMBL ID;Name;Synonyms;Type;Molecular Weight;Targets;Bioactivities;AlogP;Polar Surface Area;HBA;HBD;#RO5 Violations;#Rotatable Bonds;CX Acidic pKa;CX Basic pKa;CX LogP;Aromatic Rings;Heavy Atoms;HBA (Lipinski);HBD (Lipinski);#RO5 Violations (Lipinski);Molecular Weight (Monoisotopic);Molecular Formula;Smiles;Inchi Key
CHEMBL3039507;SOTAGLIFLOZIN;LP-802034|LX-4211|LX4211|SAR-439954|SAR439954|SOTAGLIFLOZIN;Small molecule;424.95;7;35;3.17;79.15;6;3;0;6;12.47;;3.73;2;28;5;3;0;4.241.111;C21H25ClO5S;CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1;QKDRXGFQVGOQKS-CRSSMBPESA-N
CHEMBL4297401;CALDARET MONOHYDRATE;CALDARET MONOHYDRATE|MCC-135;Small molecule;274.34;;;0.65;69.64;4;2;0;2;-1.72;8.84;0.02;1;17;5;2;0;2.560.882;C11H18N2O4S;Cc1ccc(N2CCNCC2)c(S(=O)(=O)O)c1.O;ZRQKZWAOIRVBFD-UHFFFAOYSA-N
CHEMBL1370561;AMINOPHYLLINE;AMINOPHYLLIN|AMINOPHYLLINE|AMINOPHYLLINE DYE FREE|AMINOPHYLLINE IN SODIUM CHLORIDE|AMINOPHYLLINUM|AMNIVENT-225 SR|AMNIVENT-350 SR|Aminophylline|Ammophyllin|CARDOPHYLLIN|LINAMPHETA|NSC-7919|PHYLLOCONTIN|Peterphyllin|SOMOPHYLLIN-DF|SYNTOPHYLLIN|Somophyllin|THEOPHYLLAMINE|THEOPHYLLINE ETHYLENEDIAMINE|THEOPHYLLINE-ETHYLENEDIAMINE|Truphylline;Small molecule;420.43;124;367;-1.04;72.68;5;1;0;0;7.82;;-0.77;2;13;6;1;0;1.800.647;C16H24N10O4;Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN;FQPFAHBPWDRTLU-UHFFFAOYSA-N
CHEMBL359744;DOXORUBICIN HYDROCHLORIDE;ADRIABLASTINA CS|ADRIAMYCIN PFS|ADRIAMYCIN, HYDROCHLORIDE|Adriamycin|Adriamycin rdf|CAELYX|DOXIL (LIPOSOMAL)|DOXORUBICIN CITRATE|DOXORUBICIN CITRIC ACID SALT|DOXORUBICIN HCL|DOXORUBICIN HYDROCHLORIDE|DOXORUBICIN HYDROCHLORIDE (LIPOSOMAL)|DOXORUBICIN LIPOSOMAL COMPLEX OF THE HYDROCHLORIDE|DOXORUBICINI HYDROCHLORIDUM|Doxil|Doxorubicin Hydrochloride|HYDROXYDAUNOMYCIN HYDROCHLORIDE|LIPOSOMAL DOXORUBICIN HYDROCHLORIDE|MYOCET|Rubex;Small molecule;579.99;247;1380;0.00;206.07;12;6;3;5;8.00;9.03;0.53;2;39;12;7;3;5.431.741;C27H30ClNO11;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl;MWWSFMDVAYGXBV-RUELKSSGSA-N
CHEMBL1201063;PROPAFENONE HYDROCHLORIDE;ARYTHMOL|NSC-758640|PROPAFENONE HCL|PROPAFENONE HYDROCHLORIDE|RYTHMOL SR|RYTMONORM|Rythmol;Small molecule;377.91;21;69;3.24;58.56;4;2;0;11;;9.63;3.54;2;25;4;2;0;3.411.991;C21H28ClNO3;CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl;XWIHRGFIPXWGEF-UHFFFAOYSA-N
CHEMBL3989943;DAPANSUTRILE;DAPANSUTRILE|OLT-1177|OLT1177;Small molecule;133.17;3;5;-0.06;57.93;3;0;0;2;;;-1.38;0;8;3;0;0;1.330.197;C4H7NO2S;CS(=O)(=O)CCC#N;LQFRYKBDZNPJSW-UHFFFAOYSA-N
CHEMBL2364655;EVOLOCUMAB;AMG-145|EVOLOCUMAB|REPATHA|REPATHA SURECLICK;Antibody;;;;;;;;;;;;;;;;;;;;;
CHEMBL1201244;ROCURONIUM;ROCURONIUM|ROCURONIUM CATION|ROCURONIUM ION;Small molecule;529.79;16;43;4.41;59.00;5;1;1;5;;;-0.33;0;38;6;1;1;5.294.000;C32H53N2O4+;C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1;YXRDKMPIGHSVRX-OOJCLDBCSA-N
CHEMBL1231871;CARBON DIOXIDE;CARBON DIOXIDE|CARBONIC ACID|Carbon Dioxide|DRY ICE (SOLID FORM)|E-290|E290|INS NO.290|INS-290|NSC-81688;Small molecule;44.01;5;14;-0.58;34.14;2;0;0;0;;;-0.28;0;3;2;0;0;439.898;CO2;O=C=O;CURLTUGMZLYLDI-UHFFFAOYSA-N
CHEMBL1055;CHLORTHALIDONE;CHLORTALIDONE|CHLORTALIDONUM|CHLORTHALIDONE|G-33182|Hygroton|NATRIURAN|NSC-69200|PHTHALAMUDINE|Thalitone;Small molecule;338.77;160;424;0.92;109.49;4;3;0;2;8.76;;1.60;2;22;6;4;0;3.380.128;C14H11ClN2O4S;NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl;JIVPVXMEBJLZRO-UHFFFAOYSA-N
CHEMBL3707347;VERINURAD;RDEA-3170|RDEA3170|VERINURAD;Small molecule;348.43;3;11;4.73;73.98;4;1;0;4;3.59;4.80;3.12;3;25;4;1;0;3.480.932;C20H16N2O2S;CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)O;YYBOLPLTQDKXPM-UHFFFAOYSA-N
CHEMBL438497;NICOTINAMIDE RIBOSIDE;NICOTINAMIDE RIBONUCLEOSIDE|NICOTINAMIDE RIBOSIDE|RIBOSYLNICOTINAMIDE;Small molecule;255.25;4;8;-2.32;116.89;5;4;0;3;11.39;;-6.12;1;18;7;5;0;2.550.975;C11H15N2O5+;NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1;JLEBZPBDRKPWTD-TURQNECASA-O
CHEMBL1200694;SEVOFLURANE;MR-6S4|MR6S4|NSC-760367|SEVOCALM|SEVOFLO|SEVOFLURANE|SEVORANE|SOJOURN|Ultane;Small molecule;200.05;5;59;2.42;9.23;1;0;0;2;;;2.27;0;12;1;0;0;2.000.072;C4H3F7O;FCOC(C(F)(F)F)C(F)(F)F;DFEYYRMXOJXZRJ-UHFFFAOYSA-N
CHEMBL730;NITROGLYCERIN;C01DA02|CHLORMETHINE OXIDE HYDROCHLORIDE|CORO-NITRO|DEPONIT 10|DEPONIT 5|DILUTED NITROGLYCERIN|GLONOINUM|GLYCERYL TRINITRATE|GLYCERYL TRINITRATE SOLUTION|GLYTRIN|GONITRO|Glyceryl Trinitrate|IMX-150|LENITRAL 7.5|MECHLORETHAMINE OXIDE HCL|MINITRAN 10|MINITRAN 15|MINITRAN 5|MITOMEN|MUSTRON|Minitran|NATIROSE|NITORA|NITRIDERM TTS|NITRO IV|NITRO-MACK RET|NITROCINE|NITROCONTIN CONTINUS|NITROGLYCERIN|NITROGLYCERIN TABLETS|NITROL|NITROLINGUAL|NITROLINGUAL PUMPSPRAY|NITROMIN|NITROMIN HYDROCHLORIDE|NITROMIST|NITRONAL|Nitro-bid|Nitro-dur|Nitroglycerin|Nitrostat|PERCUTOL|RECTIV|RECTOGESIC|SUSCARD BUCCAL|SUSTAC|TRANSDERM-NITRO|TRANSIDERM-NITRO 10|TRANSIDERM-NITRO 5|TRIDIL|TRINITRIN|TRINITRIN TABLETS|TRINITRINE|TRINTEK 10|TRINTEK 15|TRINTEK 5|Transderm-Nitro;Small molecule;227.08;35;115;-1.02;157.11;9;0;0;8;;;0.26;0;15;12;0;1;2.270.026;C3H5N3O9;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];SNIOPGDIGTZGOP-UHFFFAOYSA-N
CHEMBL3545405;BAY1067197;BAY-10-67197|BAY-1067197|BAY10-67197|BAY1067197|NELADENOSON BIALANATE|NELADENOSON DALANATE;Small molecule;;;;;;;;;;;;;;;;;;;;;
CHEMBL495;ALPROSTADIL;ALPROSTADIL|CAVERJECT IMPULSE|Caverject|Edex|NSC-165559|ONO-1608|PGE1|PROSTAGLANDIN E1|PROSTIN VR|PROSTIN VR PEDIATRIC|Prostin|U-10,136|U-10136|VIRIDAL 10|VIRIDAL 20|VIRIDAL 5|VIRIDAL DUO|VITAROS;Small molecule;354.49;79;1156;3.48;94.83;4;3;0;13;4.35;;3.59;0;25;5;3;0;3.542.406;C20H34O5;CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O;GMVPRGQOIOIIMI-DWKJAMRDSA-N
CHEMBL1236936;CINACIGUAT;BAY 58-2667|CINACIGUAT|Cinaciguat;Small molecule;565.71;5;11;7.05;87.07;4;2;2;17;3.47;9.78;5.18;4;42;6;2;2;5.652.828;C36H39NO5;O=C(O)CCCCN(CCc1ccccc1OCc1ccc(CCc2ccccc2)cc1)Cc1ccc(C(=O)O)cc1;WPYWMXNXEZFMAK-UHFFFAOYSA-N
CHEMBL198362;RIVAROXABAN;BAY 59-7939|BAY-59-7939|JNJ-39039039|JNJ39039039|RIVAROXABAN|Xarelto;Small molecule;435.89;25;158;2.52;88.18;6;1;0;5;13.60;;1.90;2;29;8;1;0;4.350.656;C19H18ClN3O5S;O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1;KGFYHTZWPPHNLQ-AWEZNQCLSA-N
CHEMBL633;AMIODARONE;AMIODARONE|Amiodarone|Cordarone|L-3428|Pacerone|SKF 33134-A;Small molecule;645.32;223;2464;6.94;42.68;4;0;2;11;;8.47;7.64;3;31;4;0;2;6.450.237;C25H29I2NO3;CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1;IYIKLHRQXLHMJQ-UHFFFAOYSA-N
CHEMBL1201570;ANAKINRA;ALTA-2530|ALTA2530|AMG-719|ANAKINRA|Antril|INTERLEUKIN-1 RECEPTOR ANTAGONIST ANAKINRA|KINERET|OSP-101;Protein;;;;;;;;;;;;;;;;;;;;;
CHEMBL2107875;PATIROMER;PATIROMER;Small molecule;;;;;;;;;;;;;;;;;;;;;
CHEMBL1800955;OMECAMTIV MECARBIL;CK-1827452|OMECAMTIV MECARBIL;Small molecule;401.44;12;91;3.06;86.80;5;2;0;4;10.38;5.58;1.81;2;29;8;2;0;4.011.863;C20H24FN5O3;COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1;RFUBTTPMWSKEIW-UHFFFAOYSA-N
CHEMBL1200574;SODIUM CHLORIDE;0.9% NACL|0.9% SALINE|0.9% SALINE SOLUTION|10% SODIUM CHLORIDE INJECTION|AQSIA (BALANCED SALT SOLN)|ASKINA|ASKINA JET|B1655|BALANCED SALT|BRONCHO SALINE|BSS (BALANCED SALT SOLN)|FLOWFUSOR|FRESENIUS|HYPROMELLOSE IN RINGERS SOLN|IOCARE (BALANCED SALT SOLN)|IRRICLENS|ISOT SALINE|ISOTONIC|ISOTONIC SALINE|ISOTONIC SODIUM CHLORIDE SOLUTION|LABMIST|LOCKES|LS-1700|MACOPERF|MINIVERSOL|MURO 128|NACL 0.9%|NINE LIVES|NORMAL SALINE|NORMASOL|NSC-77364|OFT CUSI ANTIEDEMA|OPTIFLO S|PHYSIOMER|RINGER'S|RINGER-LOCKE|RNS-60 COMPONENT SALINE|RNS60 COMPONENT SALINE|S-CHLOR SF|SALEX|SALINE|SALINE SOLUTION|SALINE STERIPOULE|SALINEX|SEA WATER|SLOW SOD|SODICLOR|SODIUM CHLORIDE|SODIUM CHLORIDE 14.6%|SODIUM CHLORIDE 23.4%|SODIUM CHLORIDE SOLUTION|SODIUM CHLORIDE, HYPERTONIC|STERAC|STERI-WASH|STERIJET|SYRISAL|Sodium Chloride, Hypertonic|TOPICLENS|TUBILUX|Table Salt|URIFLEX-S|URIFLEX-SP|UROCLENS|VITACLEAN;Small molecule;58.44;15;136;;;;;;;;;;;;;;;579.586;ClNa;[Cl-].[Na+];FAPWRFPIFSIZLT-UHFFFAOYSA-M
CHEMBL4594444;PECAVAPTAN;BAY 1753011|BAY-1753011|PECAVAPTAN;Small molecule;543.33;;;3.62;110.99;9;2;1;7;11.01;0.71;5.26;4;36;9;2;1;5.420.848;C22H19Cl2F3N6O3;C[C@H](O)c1nc(Cn2nc(-c3ccc(Cl)cc3)n(C[C@H](O)C(F)(F)F)c2=O)nn1-c1cccc(Cl)c1;AZXOTZCWQDJCLY-SJCJKPOMSA-N
CHEMBL4594461;AUTOLOGOUS CORD BLOOD;AUTOLOGOUS CORD BLOOD|AUTOLOGOUS HUMAN UMBILICAL CORD BLOOD|AUTOLOGOUS UMBILICAL CORD BLOOD;Unknown;;;;;;;;;;;;;;;;;;;;;
CHEMBL4594475;GLUCAGON-LIKE PEPTIDE 1;GLP-1|GLUCAGON-LIKE PEPTIDE 1;Protein;;;;;;;;;;;;;;;;;;;;;
CHEMBL413;SIROLIMUS;AY-22989|FYARRO|HYFTOR|L04AA10|NPC-12G|NSC-226080|RAPALIMUS|RAPAMYCIN|Rapamune|SIROLIMUS|SM-88 COMPONENT SIROLIMUS|WY-090217;Small molecule;914.19;949;2653;6.18;195.43;13;3;3;6;9.96;;7.45;0;65;14;3;3;9.135.551;C51H79NO13;CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C;QFJCIRLUMZQUOT-HPLJOQBZSA-N
CHEMBL1729;CISAPRIDE;ALIMIX|CISAPRIDE|CISAPRIDE MONOHYDRATE|Cisapride|PREPULSID|PREPULSID QUICKLET|PROPULSID QUICKSOLV|Propulsid|R-51,619|R-51619;Small molecule;465.95;155;1012;3.36;86.05;6;2;0;9;;8.24;2.49;2;32;7;3;0;4.651.831;C23H29ClFN3O4;COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC;DCSUBABJRXZOMT-UHFFFAOYSA-N
CHEMBL1755;CONIVAPTAN;CONIVAPTAN|Conivaptan;Small molecule;498.59;19;38;6.51;78.09;3;2;1;4;12.26;6.56;5.31;5;38;6;2;1;4.982.056;C32H26N4O2;Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2;IKENVDNFQMCRTR-UHFFFAOYSA-N
CHEMBL4873876;BMS-986224;BMS-986224;Small molecule;498.92;7;38;3.99;132.59;9;2;0;9;7.61;2.01;1.73;4;35;10;2;0;4.981.306;C24H23ClN4O6;CCOCc1[nH]c(=O)c(-c2nnc(Cc3ccc(Cl)cn3)o2)c(O)c1-c1c(OC)cccc1OC;AGZKELPIAJYRDT-UHFFFAOYSA-N
CHEMBL473;DOFETILIDE;DOFETILIDE|Tikosyn|UK-68,798|UK-68798;Small molecule;441.58;45;325;1.98;104.81;6;2;0;11;10.15;8.99;0.24;2;29;8;2;0;4.411.392;C19H27N3O5S2;CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1;IXTMWRCNAAVVAI-UHFFFAOYSA-N
CHEMBL3039596;FOSINOPRIL SODIUM;FOSENOPRIL SODIUM|FOSINOPRIL SODIUM|FOSINOPRIL SODIUM SALT|FOSITENS|FOZITEC|Monopril|SQ 28555|SQ-28555|STARIL;Small molecule;585.65;;;6.12;110.21;6;1;2;14;3.87;;5.62;1;39;8;1;2;5.633.012;C30H45NNaO7P;CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C.[Na+];TVTJZMHAIQQZTL-WATAJHSMSA-M
CHEMBL1280;VERAPAMIL HYDROCHLORIDE;BERKATENS|CALAN SR|CORDILOX|CORDILOX I.V.|CORDILOX MR 240|COVERA-HS|CP-16533-1|Calan|Covera|ETHIMIL MR 240|GEANGIN|HALF SECURON SR|Isoptin|Isoptin sr|LU-20175|MANIDON SR|NSC-272366|NSC-657799|RANVERA MR|SECURON|SECURON IV|SECURON MID|SECURON SR|UNIVER|VERA-TIL SR|VERAPAMIL HCL|VERAPAMIL HYDROCHLORIDE|VERAPAMILI HYDROCHLORIDUM|VERAPRESS MR 240|VERELAN PM|VERTAB SR 240|Verelan|ZOLVERA;Small molecule;491.07;97;199;5.09;63.95;6;0;1;13;;9.68;5.04;2;33;6;0;1;4.542.832;C27H39ClN2O4;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl;DOQPXTMNIUCOSY-UHFFFAOYSA-N
CHEMBL282724;SITAXENTAN;IPI-1040|SITAXENTAN|SITAXSENTAN|TBC-11251;Small molecule;454.91;20;82;3.96;107.73;8;1;0;6;6.89;0.75;3.09;3;29;8;1;0;4.540.060;C18H15ClN2O6S2;Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2;PHWXUGHIIBDVKD-UHFFFAOYSA-N
CHEMBL1404;RANOLAZINE;ASPRUZYO|ASPRUZYO SPRINKLE|CVT-303|NSC-759100|RAN D|RANOLAZINE|RS-43285-003|Ranexa;Small molecule;427.55;26;128;2.31;74.27;6;2;0;9;13.60;6.77;2.83;2;31;7;2;0;4.272.471;C24H33N3O4;COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1;XKLMZUWKNUAPSZ-UHFFFAOYSA-N
CHEMBL414157;TONAPOFYLLINE;BG-9928|BG9928|TONAPOFYLLINE|Tonapofylline;Small molecule;416.52;8;14;3.16;109.98;6;2;0;8;4.13;;3.47;2;30;8;2;0;4.162.424;C22H32N4O4;CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O;ZWTVVWUOTJRXKM-UHFFFAOYSA-N
CHEMBL631;PROPAFENONE;GNF-Pf-4594|PROPAFENON HEXAL|PROPAFENONE|Propafenone|Rythmol;Small molecule;341.45;171;645;3.24;58.56;4;2;0;11;;9.63;3.54;2;25;4;2;0;3.411.991;C21H27NO3;CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1;JWHAUXFOSRPERK-UHFFFAOYSA-N
CHEMBL2111081;ALAGEBRIUM;ALAGEBRIUM|ALAGEBRIUM CATION|ALAGEBRIUM ION;Small molecule;232.33;;;2.54;20.95;2;0;0;3;;;-0.86;2;16;2;0;0;2.320.791;C13H14NOS+;Cc1sc[n+](CC(=O)c2ccccc2)c1C;LYLFQLCLUXOFOL-UHFFFAOYSA-N
CHEMBL2103873;MACITENTAN;ACT 064992|ACT-064992|MACITENTAN|OPSUMIT;Small molecule;588.28;22;87;3.57;128.22;8;2;1;11;7.76;3.26;3.69;3;32;10;2;1;5.859.633;C19H20Br2N6O4S;CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1;JGCMEBMXRHSZKX-UHFFFAOYSA-N
CHEMBL723;CARVEDILOL;BM 14.190|BM-14-190|BM-14.190|BM-14190|C07AG02|CARVEDILOL|COREG|CORONIS|Coreg CR|DILATREND|DIMITONE|DQ-2466|EUCARDIC|EUCARDIC 12.5|EUCARDIC 25|EUCARDIC 3.125|EUCARDIC 6.25|KORVASAN|KREDEX|NSC-758694|SKF-105517|TALLITON;Small molecule;406.48;177;1311;3.74;75.74;5;3;0;10;;8.74;3.42;4;30;6;3;0;4.061.893;C24H26N2O4;COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12;OGHNVEJMJSYVRP-UHFFFAOYSA-N
CHEMBL772;RESERPINE;APOPLON|ENT-50146|HISERPIA|NSC-237659|NSC-59272|RESERPINE|RESERPINUM|Rau-Sed|Reserpine|SERPALAN|SERPANRAY|SERPATE|SERPIVITE|Sandril|Serpasil;Small molecule;608.69;279;982;4.17;117.78;10;1;1;8;;7.02;3.53;3;44;11;1;2;6.082.734;C33H40N2O9;COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC;QEVHRUUCFGRFIF-MDEJGZGSSA-N
CHEMBL1201622;PORACTANT ALFA;CHF-6440 COMPONENT PORACTANT ALFA|Curosurf|PORACTANT ALFA|Poractant Alfa;Unknown;;;;;;;;;;;;;;;;;;;;;
CHEMBL1256;ISOFLURANE;AERRANE|COMPOUND 469|COMPOUND-469|Forane|ISOFLURANE;Small molecule;184.49;9;64;2.35;9.23;1;0;0;2;;;2.84;0;10;1;0;0;1.839.714;C3H2ClF5O;FC(F)OC(Cl)C(F)(F)F;PIWKPBJCKXDKJR-UHFFFAOYSA-N
CHEMBL1016;CANDESARTAN;CANDESARTAN|CANDESARTAN CILEXETIL RELATED COMPOUND G|CV-11974|Candesartan|NSC-759858;Small molecule;440.46;147;1020;4.03;118.81;7;2;0;7;3.44;1.50;4.68;5;33;9;2;0;4.401.597;C24H20N6O3;CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;HTQMVQVXFRQIKW-UHFFFAOYSA-N
CHEMBL1502;PANTOPRAZOLE;ALTOPAN|BY 1023|BY-1023|NSC-759257|PANTOCID|PANTOLOC|PANTOLOC CONTROL|PANTOPRAZOLE|PANTOZOL|PROTIUM|PROTIUM I.V.|Pantoprazole|Protonix|SK&F 96022|SK&F-96022|SK-96022|SKF-96022|ZOVANTA;Small molecule;383.38;149;683;2.88;92.32;6;1;0;7;9.54;3.55;2.18;3;26;7;1;0;3.830.751;C16H15F2N3O4S;COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC;IQPSEEYGBUAQFF-UHFFFAOYSA-N
CHEMBL253582;SUCROSE;GNE-410|NSC-406942|S-67F|SUCROSE;Small molecule;342.30;32;67;-5.40;189.53;11;8;2;5;11.84;;-4.53;0;23;11;8;2;3.421.162;C12H22O11;OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O;CZMRCDWAGMRECN-UGDNZRGBSA-N
CHEMBL6966;VERAPAMIL;CP-16,533-1|CP-16533-1|CP-165331|Calan|Covera-HS|D-365|IPROVERATRIL|Isoptin|NSC-272306NA|Tarka|VERAPAMIL|VERAPAMIL SLOW RELEASE|Verapamil|Verelan;Small molecule;454.61;298;3470;5.09;63.95;6;0;1;13;;9.68;5.04;2;33;6;0;1;4.542.832;C27H38N2O4;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;SGTNSNPWRIOYBX-UHFFFAOYSA-N
CHEMBL406;INDAPAMIDE;ARIFON|BAJATEN|CARDIDE SR|DAMIDE|ETHIBIDE XL|FLUBEST|FLUDEX|FLUDIN|FLUPAMID|INDAFLEX|INDAMIDE|INDAMOL|INDAPAMIDE|INDAXA 2.5|INDIPAM XL|IPAMIX|KYD-041|LORVAS|Lozol|MAPEMID XL|NATRILIX|NATRILIX SR|NATRIX|NINDAXA 2.5|NORANAT|NSC-757075|OPUMIDE 2.5|RAWEL XL|S-1520|SE-1520|TANDIX|TENSAID XL|TERTENSIF|VARBIM XL|VEROXIL;Small molecule;365.84;166;479;2.08;92.50;4;2;0;3;8.85;0.10;2.64;2;24;6;3;0;3.650.601;C16H16ClN3O3S;CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1;NDDAHWYSQHTHNT-UHFFFAOYSA-N
CHEMBL3545347;TXA127;5-ILE-ANGIOTENSIN-(1-7)|ANGIOTENSIN (1-7)|ANGIOTENSIN 1-7|ANGIOTENSIN FRAGMENT 1-7|ANGIOTENSIN PEPTIDE (1-7)|ANGIOTENSIN-(1-7)|ASP-ARG-VAL-TYR-ILE-HIS-PRO|BF-ANGIOTENSIN 1-7|HUMAN ANGIOTENSIN II (1-7)|SH-HEPTAPEPTIDE-13|TXA-127|TXA127;Protein;899.02;2;7;-1.83;377.24;12;13;3;25;3.35;11.46;-6.34;2;64;23;15;3;8.984.661;C41H62N12O11;CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)O;PVHLMTREZMEJCG-GDTLVBQBSA-N
CHEMBL517712;ATROPINE;ATROPINE|ATROPINE (AUTOINJECTOR)|ATROPINUM|Atroject|Atropen|Atrophate|Atropine|DL-HYOSCYAMINE|Isopto Atropine;Small molecule;289.38;184;1139;1.93;49.77;4;1;0;4;;9.39;1.57;1;21;4;1;0;2.891.678;C17H23NO3;CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2;RKUNBYITZUJHSG-SPUOUPEWSA-N
CHEMBL878;METOLAZONE;Diulo|METAZOLINE|METENIX|METOLAZONE|METOZALONE|Mykrox|NORMELAN|NSC-759581|OLDREN|SR 720-22|SR-720-22|XURET|Zaroxolyn;Small molecule;365.84;145;444;2.71;92.50;4;2;0;2;9.54;;2.94;2;24;6;3;0;3.650.601;C16H16ClN3O3S;Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C;AQCHWTWZEMGIFD-UHFFFAOYSA-N
CHEMBL5095218;MITIPERSTAT;AZD 4831|AZD-4831|AZD4831|MITIPERSTAT;Small molecule;334.83;;;3.11;79.60;4;3;0;3;11.39;9.32;2.37;3;22;5;4;0;3.340.655;C15H15ClN4OS;C[C@@H](N)c1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21;BHKKSKOHRFHHIN-MRVPVSSYSA-N
CHEMBL1095097;EPLERENONE;EPLERENONE|Inspra|SC-66110|SC-6611O;Small molecule;414.50;24;129;3.12;82.20;6;0;0;1;;;2.33;0;30;6;0;0;4.142.042;C24H30O6;COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13;JUKPWJGBANNWMW-VWBFHTRKSA-N
CHEMBL444814;L-CITRULLINE;CITRULLINE|L-CITRULLINE|NSC-27425;Small molecule;175.19;7;99;-1.15;118.44;3;4;0;5;2.27;9.23;-3.93;0;12;6;6;1;1.750.957;C6H13N3O3;NC(=O)NCCC[C@H](N)C(=O)O;RHGKLRLOHDJJDR-BYPYZUCNSA-N
